era,period,interval,style,harmony_preparation,harmony_resolution,harmony_consecutive_permissibility,harmony_consecutive_quantity_max,counterpoint_preparation,counterpoint_resolution,counterpoint_consecutive_permissibility,counterpoint_consecutive_quantity_max,evidence,source_keys,source_urls,decade_specific_evidence,original_csv
19th century,1890-1899,P4,19C common-practice pedagogy (not decade-specific in sources),"Context-dependent: consonant inside upper harmony, but 4th above bass is treated like a 4-3 suspension or 6-4 sonority and normally prepared.","If dissonant above bass, resolve 4-3 down by step or 6-4 to 5-3/cadential resolution.",Bass-upper consecutive 4ths forbidden except noted exception; upper-voice 4ths not prohibited.,bass-upper 1; upper voices no source max,In strict 2-part counterpoint treat as dissonance: prepare by tie for 4-3 suspension or use as passing by step.,Resolve down by step to 3rd if suspension; passing form continues by step to consonance.,No structural consecutive 4ths in strict 2-part work.,0 structural; suspension/passing no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,#4,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/augmented-sixth harmony; otherwise approach as chromatic passing/appoggiatura.,"As augmented 4th, tendency is outward/diverging; raised note usually resolves upward by semitone.",No structural consecutive augmented 4ths; sequential/functional recurrence only.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally outward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,#4,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/augmented-sixth harmony; otherwise approach as chromatic passing/appoggiatura.,"As augmented 4th, tendency is outward/diverging; raised note usually resolves upward by semitone.",No structural consecutive augmented 4ths; sequential/functional recurrence only.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally outward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,#4,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/augmented-sixth harmony; otherwise approach as chromatic passing/appoggiatura.,"As augmented 4th, tendency is outward/diverging; raised note usually resolves upward by semitone.",No structural consecutive augmented 4ths; sequential/functional recurrence only.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally outward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,#4,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/augmented-sixth harmony; otherwise approach as chromatic passing/appoggiatura.,"As augmented 4th, tendency is outward/diverging; raised note usually resolves upward by semitone.",No structural consecutive augmented 4ths; sequential/functional recurrence only.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally outward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,#4,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/augmented-sixth harmony; otherwise approach as chromatic passing/appoggiatura.,"As augmented 4th, tendency is outward/diverging; raised note usually resolves upward by semitone.",No structural consecutive augmented 4ths; sequential/functional recurrence only.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally outward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,#4,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/augmented-sixth harmony; otherwise approach as chromatic passing/appoggiatura.,"As augmented 4th, tendency is outward/diverging; raised note usually resolves upward by semitone.",No structural consecutive augmented 4ths; sequential/functional recurrence only.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally outward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,#4,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/augmented-sixth harmony; otherwise approach as chromatic passing/appoggiatura.,"As augmented 4th, tendency is outward/diverging; raised note usually resolves upward by semitone.",No structural consecutive augmented 4ths; sequential/functional recurrence only.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally outward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,#4,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/augmented-sixth harmony; otherwise approach as chromatic passing/appoggiatura.,"As augmented 4th, tendency is outward/diverging; raised note usually resolves upward by semitone.",No structural consecutive augmented 4ths; sequential/functional recurrence only.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally outward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,#4,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/augmented-sixth harmony; otherwise approach as chromatic passing/appoggiatura.,"As augmented 4th, tendency is outward/diverging; raised note usually resolves upward by semitone.",No structural consecutive augmented 4ths; sequential/functional recurrence only.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally outward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,#4,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/augmented-sixth harmony; otherwise approach as chromatic passing/appoggiatura.,"As augmented 4th, tendency is outward/diverging; raised note usually resolves upward by semitone.",No structural consecutive augmented 4ths; sequential/functional recurrence only.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally outward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,b5,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/leading-tone harmony; otherwise approach as chromatic passing/appoggiatura.,"As diminished 5th, tendency is inward/contracting: lower note up, upper note down.",No structural consecutive diminished 5ths; P5 after dim5 restricted especially with bass.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally inward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,b5,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/leading-tone harmony; otherwise approach as chromatic passing/appoggiatura.,"As diminished 5th, tendency is inward/contracting: lower note up, upper note down.",No structural consecutive diminished 5ths; P5 after dim5 restricted especially with bass.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally inward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,b5,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/leading-tone harmony; otherwise approach as chromatic passing/appoggiatura.,"As diminished 5th, tendency is inward/contracting: lower note up, upper note down.",No structural consecutive diminished 5ths; P5 after dim5 restricted especially with bass.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally inward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,b5,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/leading-tone harmony; otherwise approach as chromatic passing/appoggiatura.,"As diminished 5th, tendency is inward/contracting: lower note up, upper note down.",No structural consecutive diminished 5ths; P5 after dim5 restricted especially with bass.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally inward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,b5,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/leading-tone harmony; otherwise approach as chromatic passing/appoggiatura.,"As diminished 5th, tendency is inward/contracting: lower note up, upper note down.",No structural consecutive diminished 5ths; P5 after dim5 restricted especially with bass.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally inward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,b5,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/leading-tone harmony; otherwise approach as chromatic passing/appoggiatura.,"As diminished 5th, tendency is inward/contracting: lower note up, upper note down.",No structural consecutive diminished 5ths; P5 after dim5 restricted especially with bass.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally inward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,b5,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/leading-tone harmony; otherwise approach as chromatic passing/appoggiatura.,"As diminished 5th, tendency is inward/contracting: lower note up, upper note down.",No structural consecutive diminished 5ths; P5 after dim5 restricted especially with bass.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally inward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,b5,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/leading-tone harmony; otherwise approach as chromatic passing/appoggiatura.,"As diminished 5th, tendency is inward/contracting: lower note up, upper note down.",No structural consecutive diminished 5ths; P5 after dim5 restricted especially with bass.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally inward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,b5,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/leading-tone harmony; otherwise approach as chromatic passing/appoggiatura.,"As diminished 5th, tendency is inward/contracting: lower note up, upper note down.",No structural consecutive diminished 5ths; P5 after dim5 restricted especially with bass.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally inward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,b5,19C common-practice pedagogy (not decade-specific in sources),No strict preparation when part of dominant/leading-tone harmony; otherwise approach as chromatic passing/appoggiatura.,"As diminished 5th, tendency is inward/contracting: lower note up, upper note down.",No structural consecutive diminished 5ths; P5 after dim5 restricted especially with bass.,0 structural; sequence no source max,"Dissonant; use only as passing/chromatic/free counterpoint, approached from consonance by step.","Resolve by step to consonance, normally inward from the tritone.",No structural consecutive tritones.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,P5,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel fifths where rules forbid.,No moving consecutive perfect fifths; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; approach by contrary/oblique motion in strict style.,"No required resolution, but do not proceed to another P5 between same voices.",No parallel/consecutive fifths.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,P5,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel fifths where rules forbid.,No moving consecutive perfect fifths; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; approach by contrary/oblique motion in strict style.,"No required resolution, but do not proceed to another P5 between same voices.",No parallel/consecutive fifths.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,P5,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel fifths where rules forbid.,No moving consecutive perfect fifths; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; approach by contrary/oblique motion in strict style.,"No required resolution, but do not proceed to another P5 between same voices.",No parallel/consecutive fifths.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,P5,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel fifths where rules forbid.,No moving consecutive perfect fifths; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; approach by contrary/oblique motion in strict style.,"No required resolution, but do not proceed to another P5 between same voices.",No parallel/consecutive fifths.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,P5,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel fifths where rules forbid.,No moving consecutive perfect fifths; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; approach by contrary/oblique motion in strict style.,"No required resolution, but do not proceed to another P5 between same voices.",No parallel/consecutive fifths.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,P5,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel fifths where rules forbid.,No moving consecutive perfect fifths; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; approach by contrary/oblique motion in strict style.,"No required resolution, but do not proceed to another P5 between same voices.",No parallel/consecutive fifths.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,P5,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel fifths where rules forbid.,No moving consecutive perfect fifths; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; approach by contrary/oblique motion in strict style.,"No required resolution, but do not proceed to another P5 between same voices.",No parallel/consecutive fifths.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,P5,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel fifths where rules forbid.,No moving consecutive perfect fifths; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; approach by contrary/oblique motion in strict style.,"No required resolution, but do not proceed to another P5 between same voices.",No parallel/consecutive fifths.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,P5,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel fifths where rules forbid.,No moving consecutive perfect fifths; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; approach by contrary/oblique motion in strict style.,"No required resolution, but do not proceed to another P5 between same voices.",No parallel/consecutive fifths.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,P5,19C common-practice pedagogy (not decade-specific in sources),None; perfect consonance.,No required resolution; avoid hidden/direct and parallel fifths where rules forbid.,No moving consecutive perfect fifths; exact static repetition is not counted.,1 moving; static repeats: no source max,None; perfect consonance; approach by contrary/oblique motion in strict style.,"No required resolution, but do not proceed to another P5 between same voices.",No parallel/consecutive fifths.,1,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,#5,19C common-practice pedagogy (not decade-specific in sources),"Augmented interval; no strict preparation if chordal altered fifth, otherwise chromatic passing/appoggiatura.",Altered note resolves by semitone to chord tone; augmented interval tends to expand.,No structural consecutive augmented 5ths.,0 structural; no source max for free chromatic sequence,Not a strict consonance; free counterpoint only as chromatic non-chord tone from consonance.,Resolve by step to consonance.,No structural consecutive augmented 5ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,#5,19C common-practice pedagogy (not decade-specific in sources),"Augmented interval; no strict preparation if chordal altered fifth, otherwise chromatic passing/appoggiatura.",Altered note resolves by semitone to chord tone; augmented interval tends to expand.,No structural consecutive augmented 5ths.,0 structural; no source max for free chromatic sequence,Not a strict consonance; free counterpoint only as chromatic non-chord tone from consonance.,Resolve by step to consonance.,No structural consecutive augmented 5ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,#5,19C common-practice pedagogy (not decade-specific in sources),"Augmented interval; no strict preparation if chordal altered fifth, otherwise chromatic passing/appoggiatura.",Altered note resolves by semitone to chord tone; augmented interval tends to expand.,No structural consecutive augmented 5ths.,0 structural; no source max for free chromatic sequence,Not a strict consonance; free counterpoint only as chromatic non-chord tone from consonance.,Resolve by step to consonance.,No structural consecutive augmented 5ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,#5,19C common-practice pedagogy (not decade-specific in sources),"Augmented interval; no strict preparation if chordal altered fifth, otherwise chromatic passing/appoggiatura.",Altered note resolves by semitone to chord tone; augmented interval tends to expand.,No structural consecutive augmented 5ths.,0 structural; no source max for free chromatic sequence,Not a strict consonance; free counterpoint only as chromatic non-chord tone from consonance.,Resolve by step to consonance.,No structural consecutive augmented 5ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,#5,19C common-practice pedagogy (not decade-specific in sources),"Augmented interval; no strict preparation if chordal altered fifth, otherwise chromatic passing/appoggiatura.",Altered note resolves by semitone to chord tone; augmented interval tends to expand.,No structural consecutive augmented 5ths.,0 structural; no source max for free chromatic sequence,Not a strict consonance; free counterpoint only as chromatic non-chord tone from consonance.,Resolve by step to consonance.,No structural consecutive augmented 5ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,#5,19C common-practice pedagogy (not decade-specific in sources),"Augmented interval; no strict preparation if chordal altered fifth, otherwise chromatic passing/appoggiatura.",Altered note resolves by semitone to chord tone; augmented interval tends to expand.,No structural consecutive augmented 5ths.,0 structural; no source max for free chromatic sequence,Not a strict consonance; free counterpoint only as chromatic non-chord tone from consonance.,Resolve by step to consonance.,No structural consecutive augmented 5ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,#5,19C common-practice pedagogy (not decade-specific in sources),"Augmented interval; no strict preparation if chordal altered fifth, otherwise chromatic passing/appoggiatura.",Altered note resolves by semitone to chord tone; augmented interval tends to expand.,No structural consecutive augmented 5ths.,0 structural; no source max for free chromatic sequence,Not a strict consonance; free counterpoint only as chromatic non-chord tone from consonance.,Resolve by step to consonance.,No structural consecutive augmented 5ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,#5,19C common-practice pedagogy (not decade-specific in sources),"Augmented interval; no strict preparation if chordal altered fifth, otherwise chromatic passing/appoggiatura.",Altered note resolves by semitone to chord tone; augmented interval tends to expand.,No structural consecutive augmented 5ths.,0 structural; no source max for free chromatic sequence,Not a strict consonance; free counterpoint only as chromatic non-chord tone from consonance.,Resolve by step to consonance.,No structural consecutive augmented 5ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,#5,19C common-practice pedagogy (not decade-specific in sources),"Augmented interval; no strict preparation if chordal altered fifth, otherwise chromatic passing/appoggiatura.",Altered note resolves by semitone to chord tone; augmented interval tends to expand.,No structural consecutive augmented 5ths.,0 structural; no source max for free chromatic sequence,Not a strict consonance; free counterpoint only as chromatic non-chord tone from consonance.,Resolve by step to consonance.,No structural consecutive augmented 5ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,#5,19C common-practice pedagogy (not decade-specific in sources),"Augmented interval; no strict preparation if chordal altered fifth, otherwise chromatic passing/appoggiatura.",Altered note resolves by semitone to chord tone; augmented interval tends to expand.,No structural consecutive augmented 5ths.,0 structural; no source max for free chromatic sequence,Not a strict consonance; free counterpoint only as chromatic non-chord tone from consonance.,Resolve by step to consonance.,No structural consecutive augmented 5ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,b6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,b6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,b6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,b6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,b6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,b6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,b6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,b6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,b6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,b6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,M6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1810-1819,M6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1820-1829,M6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1830-1839,M6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1840-1849,M6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1850-1859,M6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1860-1869,M6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1870-1879,M6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1880-1889,M6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1890-1899,M6,19C common-practice pedagogy (not decade-specific in sources),None; imperfect consonance.,No required resolution; may move freely by good voice-leading.,Yes; several consecutive imperfect consonances allowed.,no source max,None; imperfect consonance.,No required resolution; smooth stepwise motion preferred.,Yes; several consecutive sixths allowed but avoid monotony.,no source max,,,,,19c_interval_harmony_counterpoint_rules.csv
19th century,1800-1809,bb7,19C common-practice pedagogy (not decade-specific in sources),"Diminished interval; no strict preparation if part of diminished-seventh/leading-tone harmony, otherwise prepare/approach as chromatic discord.",Diminished interval tends to contract; chord tones resolve by semitone to next harmony.,No structural consecutive diminished 7ths; chromatic sequence only.,0 structural; sequence no source max,Dissonant; not used structurally in strict counterpoint except free chromatic passing/suspension treatment.,"Resolve by step to consonance, usually contracting.",No structural consecutive diminished 7ths.,0 structural,,,,,19c_interval_harmony_counterpoint_rules.csv
